,id,name,popularity,danceability,energy,liveness,loudness,speechiness,acousticness,instrumentalness,tempo,valence,key
0,4fouWK6XVHhzl78KzQ1UjL,abcdefu,100,0.695,0.54,0.367,-5.692,0.0493,0.299,0.0,121.932,0.415,4.0
1,52xJxFP6TqMuO4Yt0eOkMz,We Don't Talk About Bruno,94,0.577,0.45,0.111,-8.516,0.0834,0.357,0.0,205.863,0.83,0.0
2,5enxwA8aAbwZbf5qCHORXi,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),92,0.631,0.518,0.088,-8.771,0.0303,0.274,0.0,93.023,0.205,0.0
3,4VXIryQMWpIdGgYR4TrjT1,All Girls Are The Same,86,0.671,0.529,0.0856,-7.226,0.307,0.0769,0.000335,161.989,0.203,0.0
4,1r9xUipOqoNwggBpENDsvJ,Enemy (with JID) - from the series Arcane League of Legends,98,0.728,0.783,0.434,-4.424,0.266,0.237,0.0,77.011,0.555,11.0
5,1EQFOouqdKYdpbNoOHRVO2,abcdefu (angrier),84,0.671,0.599,0.101,-6.18,0.0405,0.0658,0.0,121.849,0.448,4.0
6,0bYg9bo50gSsH3LtXe2SQn,All I Want for Christmas Is You,91,0.336,0.627,0.0708,-7.463,0.0384,0.164,0.0,150.273,0.35,7.0
7,07MDkzWARZaLEdKxo6yArG,Meet Me At Our Spot,90,0.773,0.47,0.0851,-7.93,0.0299,0.0153,0.000193,94.995,0.399,2.0
8,2quVkyLSVr5wX2QIhnexUt,Already Dead,85,0.744,0.495,0.111,-6.311,0.0634,0.0216,0.0,83.51,0.128,1.0
9,2Xr1dTzJee307rmrkt8c0g,love nwantiti (ah ah ah),93,0.727,0.739,0.161,-3.805,0.0411,0.365,0.00137,93.005,0.533,8.0
10,10hMM5nsZQf66ldBlgWBfG,All For Us - from the HBO Original Series Euphoria,82,0.348,0.652,0.33,-7.145,0.0931,0.0165,0.000264,70.956,0.172,3.0
11,5lAnYvAIkSDNXqfo7DyFUm,Ain't Shit,85,0.855,0.488,0.347,-4.601,0.208,0.506,0.0,124.097,0.619,3.0
12,3Ofmpyhv5UAQ70mENzB277,Astronaut In The Ocean,85,0.778,0.695,0.15,-6.865,0.0913,0.175,0.0,149.996,0.472,4.0
13,30QR0ndUdiiMQMA9g1PGCm,"...And to Those I Love, Thanks for Sticking Around",85,0.792,0.511,0.14,-6.876,0.0409,0.124,9.04e-05,113.983,0.111,2.0
14,0k1WUmIRnG3xU6fvvDVfRG,Way 2 Sexy (with Future & Young Thug),88,0.803,0.597,0.323,-6.035,0.141,0.000619,4.5e-06,136.008,0.331,11.0
15,4bJygwUKrRgq1stlNXcgMg,All The Things She Said,85,0.603,0.834,0.105,-5.766,0.0417,0.0411,0.00609,89.957,0.376,5.0
16,11iIikXxC6NP0Ma8vMD27x,Alien Blues,84,0.467,0.757,0.0876,-5.093,0.033,0.0807,0.908,82.282,0.433,3.0
17,3nsfB1vus2qaloUdcBZvDu,All Too Well (Taylor's Version),83,0.44,0.528,0.234,-7.809,0.0317,0.0171,0.00203,185.972,0.132,0.0
18,4X25mFLehFnxa1TwtLKcE2,All Of You,83,0.515,0.467,0.107,-10.623,0.0494,0.633,0.0,114.532,0.346,11.0
19,0gplL1WMoJ6iYaPgMCL0gX,Easy On Me,96,0.604,0.366,0.133,-7.519,0.0282,0.578,0.0,141.981,0.13,5.0
20,2enPRFda84VE2wtI8c86Uf,Always Forever,83,0.174,0.742,0.198,-5.93,0.0485,0.00181,0.281,163.378,0.36,8.0
21,3NqBxTOMCJ3zW9CIP51td4,Jugaste y Sufrí,86,0.39,0.499,0.115,-7.778,0.0381,0.632,0.000497,200.156,0.34,7.0
22,1dHGpyLRqLnBqyWzlfvyFh,A,50,0.711,0.869,0.11,-3.693,0.0443,0.00836,0.0,102.965,0.256,7.0
23,2zpZkOV7sD9C4Cv0cukoHV,Always Been You,83,0.655,0.572,0.0774,-7.666,0.0535,0.646,1.81e-06,137.12,0.403,3.0
24,2EjXfH91m7f8HiJN1yQg97,Rockin' Around The Christmas Tree,88,0.589,0.472,0.505,-8.749,0.0502,0.614,0.0,67.196,0.898,8.0
25,77shkefXyUkPU45nis6XkK,A,48,0.482,0.963,0.311,-2.042,0.0981,0.000639,0.000154,93.927,0.295,2.0
26,5TxRUOsGeWeRl3xOML59Ai,ARE WE STILL FRIENDS?,80,0.216,0.497,0.111,-8.025,0.0371,0.128,2.39e-06,187.308,0.313,10.0
27,4A8cWXxKfIL3lAyUDzXbCF,Super Gremlin,90,0.825,0.414,0.357,-6.634,0.144,0.00265,0.0,72.993,0.106,2.0
28,1kHETSWzScobcs0K5JsVc0,A,44,0.0598,0.191,0.0956,-16.699,0.04,0.638,0.897,54.067,0.0371,7.0
29,5wujBwqG7INdStqGd4tRMX,Armed And Dangerous,80,0.736,0.67,0.114,-6.702,0.311,0.186,0.0,130.032,0.845,10.0
30,3oRW9ZGPRbLRMneQ5lwflt,Waiting On A Miracle,85,0.48,0.554,0.131,-8.145,0.069,0.171,0.0,190.066,0.267,1.0
31,26yRudD12w6Tlr9jWmGxIC,A,42,0.713,0.804,0.119,-3.691,0.0322,0.00766,0.0,102.948,0.446,7.0
32,77khP2fIVhSW23NwxrRluh,A Holly Jolly Christmas - Single Version,80,0.683,0.375,0.076,-13.056,0.0303,0.579,0.0,140.467,0.888,0.0
33,65OVbaJR5O1RmwOQx0875b,Wants and Needs (feat. Lil Baby),85,0.578,0.449,0.119,-6.349,0.286,0.0618,2.17e-06,136.006,0.1,1.0
34,3LII8A23VIs7pzudea2VSo,A,47,0.617,0.874,0.367,-6.497,0.058,0.00203,0.0118,138.043,0.808,0.0
35,57RA3JGafJm5zRtKJiKPIm,Are You Bored Yet? (feat. Clairo),83,0.682,0.683,0.273,-6.444,0.0287,0.156,2.32e-05,120.023,0.64,8.0
36,3nOz1U41SZZ0N3fuUWr9nb,I AM WOMAN,90,0.646,0.471,0.125,-9.247,0.157,0.122,0.0,170.084,0.455,10.0
37,6xVUIVVT4mSn07OF9RMUXV,a,44,0.666,0.47,0.0804,-10.051,0.048,0.959,0.991,111.114,0.376,2.0
38,527k23H0A4Q0UJN3vGs0Da,After Party,82,0.629,0.692,0.603,-8.045,0.0376,0.00981,0.331,162.948,0.453,5.0
39,5WEsq57cptIY79OsWzdHAo,A,30,0.281,0.932,0.0505,-5.922,0.0814,0.000664,0.0188,130.071,0.262,8.0
40,3U4isOIWM3VvDubwSI3y7a,All of Me,87,0.422,0.264,0.132,-7.064,0.0322,0.922,0.0,119.93,0.331,8.0
41,1VLtjHwRWOVJiE5Py7JxoQ,Martin & Gina,85,0.832,0.534,0.165,-7.813,0.253,0.345,0.0,93.924,0.116,1.0
42,6WH0LHM2vFBLpmU5RFdDh2,A,30,0.778,0.769,0.194,-11.433,0.0526,0.0731,2.85e-05,108.398,0.554,9.0
43,3AVrVz5rK8Hrqo9YGiVGN5,Apocalypse,77,0.369,0.467,0.109,-9.018,0.0274,0.0194,0.46,94.473,0.174,5.0
44,2PFmvjh08Ze9MyZbRYot5J,A,22,0.493,0.524,0.134,-10.925,0.492,0.396,0.0,80.682,0.444,8.0
45,2t8yVaLvJ0RenpXUIAC52d,a lot,81,0.837,0.636,0.342,-7.643,0.086,0.0395,0.00125,145.972,0.274,1.0
46,7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),84,0.558,0.559,0.109,-9.222,0.0959,0.371,7.49e-06,78.558,0.62,6.0
47,2SuyyRbbciDBXEZerQ6PE1,A,21,0.217,0.75,0.242,-6.769,0.038,6.7e-05,0.669,135.37,0.206,5.0
48,2LKOHdMsL0K9KwcPRlJK2v,After Dark,82,0.585,0.595,0.0837,-10.444,0.0328,0.0696,0.266,140.037,0.039,8.0
49,5DEE8mbIlECa9BMgtBcFxA,A,19,0.0,0.0,0.0,-21.05,0.0,0.0,0.0,0.0,0.0,1.0
50,6f5ExP43esnvdKPddwKXJH,Better Days (NEIKED x Mae Muller x Polo G),90,0.717,0.671,0.0921,-5.077,0.0337,0.0018,2.54e-06,110.054,0.699,0.0
51,3DZ8dbKg4OTSSqGARvecYd,Broadway Girls (feat. Morgan Wallen),85,0.659,0.745,0.296,-3.599,0.0347,0.0417,0.0,74.967,0.54,10.0
52,5HCyWlXZPP0y6Gqq8TgA20,STAY (with Justin Bieber),97,0.591,0.764,0.103,-5.484,0.0483,0.0383,0.0,169.928,0.478,1.0
53,5ygDXis42ncn6kYG14lEVG,Baby Shark,78,0.829,0.886,0.0559,-1.746,0.112,0.259,0.0,115.056,0.777,8.0
54,3rmo8F54jFF8OgYsqTxm5d,Bad Habits,95,0.807,0.893,0.366,-3.745,0.0347,0.0451,2.79e-05,126.011,0.537,11.0
55,27NovPIUIRrOZoCHxABJwK,INDUSTRY BABY (feat. Jack Harlow),96,0.736,0.704,0.0501,-7.409,0.0615,0.0203,0.0,149.995,0.894,3.0
56,2AaJeBEq3WLcfFW1y8svDf,By Your Side,83,0.649,0.508,0.0736,-10.232,0.0959,0.0345,3.59e-05,157.975,0.405,8.0
57,3Wrjm47oTz2sjIgck11l5e,Beggin',93,0.714,0.8,0.359,-4.808,0.0504,0.127,0.0,134.002,0.589,11.0
58,0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,93,0.514,0.73,0.0897,-5.934,0.0598,0.00146,9.54e-05,171.005,0.334,1.0
59,6Zu3aw7FfjAF9WA0fA81Oq,Big Energy,81,0.935,0.807,0.349,-3.838,0.114,0.0514,0.0,106.017,0.813,11.0
60,3cqWSJzuxZCsglpaxWtosT,Before I Knew It,67,0.632,0.875,0.385,-3.237,0.0367,0.216,5.55e-06,133.006,0.801,2.0
61,0QwKxajohg1rAMMmv1AWe1,Burn,85,0.354,0.475,0.21,-9.333,0.0425,0.149,0.034,114.975,0.0393,1.0
62,69AIpwGNLxr4qS1X5ynx60,Buy Dirt,82,0.586,0.559,0.0872,-6.725,0.05,0.639,0.0,177.945,0.437,4.0
63,4PvVX27CitqLAamcc0PCRU,B,54,0.515,0.391,0.355,-11.109,0.0575,0.227,0.0,144.487,0.47,2.0
64,1E5Xu8dur0fAjSP1VpVhAZ,Best Friends,86,0.737,0.564,0.351,-7.045,0.105,0.436,0.0,90.0,0.528,4.0
65,59QScl0fNKVnbGU1O5CUpr,B,40,0.627,0.517,0.0893,-8.471,0.749,0.695,0.0,84.085,0.725,2.0
66,2ntrohNZTDuIhIITzZDCGb,B,22,0.542,0.914,0.0692,-7.854,0.11,0.0542,0.00161,126.908,0.4,11.0
67,4KDNRh9Oor80z3XIxdWlui,Bubbly (with Drake & Travis Scott),82,0.91,0.585,0.127,-7.572,0.257,0.0536,0.0,129.011,0.599,11.0
68,1qHWJx2r67crMO5gTanabi,B,23,0.693,0.568,0.12,-7.241,0.0304,0.409,0.000571,160.04,0.271,7.0
69,3sNVsP50132BTNlImLx70i,Bound 2,82,0.367,0.665,0.113,-2.821,0.0465,0.145,0.0,148.913,0.31,1.0
70,3LrWi7UY5EUvLvQfsQlSjp,b,23,0.369,0.685,0.0829,-7.981,0.0323,0.637,0.0851,81.049,0.178,0.0
71,6SRsiMl7w1USE4mFqrOhHC,brutal,84,0.672,0.526,0.28,-6.446,0.0599,0.0311,1.37e-06,123.999,0.28,4.0
72,2BcMwX1MPV6ZHP4tUT9uq6,Knife Talk (with 21 Savage ft. Project Pat),89,0.849,0.424,0.0834,-9.579,0.324,0.0635,0.0,145.887,0.153,5.0
73,6v0J1rpEK79g26fyz5vfXy,B,16,0.44,0.408,0.34,-10.237,0.0533,0.237,0.0,144.081,0.471,2.0
74,6Gg1gjgKi2AK4e0qzsR7sd,Bandit (with YoungBoy Never Broke Again),82,0.474,0.631,0.132,-5.884,0.343,0.0687,0.0,180.051,0.425,5.0
75,3kETGDZssoOQvIAL6ab13q,B,14,0.768,0.44,0.0777,-14.0,0.105,0.877,0.912,116.992,0.443,7.0
76,6RfhBNU1FPWTG7VESlfgOl,Bad Man (Smooth Criminal),81,0.882,0.662,0.106,-6.382,0.242,0.0124,0.0,120.034,0.57,0.0
77,7vQbuQcyTflfCIOu3Uzzya,Jingle Bell Rock,87,0.754,0.424,0.0652,-8.463,0.0363,0.643,0.0,119.705,0.806,2.0
78,6YDoDdEf6xkEcoI3QeJMNx,B,14,0.0,0.0,0.0,-19.08,0.0,0.0,0.0,0.0,0.0,1.0
79,6bxUnsSGZCmoHHU5auwtps,Beware,78,0.7,0.554,0.419,-5.909,0.187,0.219,1.36e-06,97.127,0.0633,1.0
80,7kDUspsoYfLkWnZR7qwHZl,my ex's best friend (with blackbear),84,0.731,0.675,0.141,-5.134,0.0434,0.00473,0.0,124.939,0.298,5.0
81,1QIRSh2gmq0eYcRkKLnhym,B,13,0.402,0.893,0.13,-6.247,0.0591,4.86e-05,0.278,93.17,0.504,4.0
82,79MSEdtXuudhGhC5AtG07g,Break from Toronto,82,0.596,0.678,0.418,-5.18,0.0335,0.0199,0.004,117.066,0.259,9.0
83,4gzsuuZypVbxs0Af1LSZyB,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),93,0.639,0.703,0.0865,-6.33,0.0794,0.0889,1.78e-06,169.888,0.138,4.0
84,44PMAyfTqeUm689YZooxfQ,B,10,0.639,0.721,0.0795,-5.356,0.0296,0.0213,0.00136,133.19,0.56,11.0
85,2rxQMGVafnNaRaXlRMWPde,Beautiful Crazy,79,0.551,0.402,0.0928,-7.431,0.0262,0.676,0.0,103.313,0.382,11.0
86,1SC5rEoYDGUK4NfG82494W,MONTERO (Call Me By Your Name),90,0.593,0.503,0.405,-6.725,0.22,0.293,0.0,178.781,0.71,8.0
87,2DYl80DaJ9b1SCHDU8KHib,B,17,0.411,0.482,0.276,-10.392,0.0322,0.0163,0.771,120.043,0.0431,0.0
88,04sN26COy28wTXYj3dMoiZ,Bored,87,0.614,0.318,0.0795,-12.695,0.0478,0.896,0.00239,119.959,0.112,7.0
89,78QR3Wp35dqAhFEc2qAGjE,Drip Too Hard (Lil Baby & Gunna),84,0.897,0.662,0.534,-6.903,0.292,0.0852,0.0,112.511,0.389,1.0
90,4z7ur1LmS1vtNja3Cix0IU,B,8,0.462,0.574,0.131,-6.622,0.388,0.387,0.0,159.348,0.416,7.0
91,3QzAOrNlsabgbMwlZt7TAY,Ballin' (with Roddy Ricch),81,0.809,0.545,0.151,-6.678,0.0735,0.392,0.0,97.008,0.244,7.0
92,4v93DFW86DwNJNwFBoKfFo,B,16,0.646,0.516,0.109,-14.501,0.0377,0.12,0.908,119.987,0.0712,1.0
93,3zksbXteOCeSusJ5Xltr3t,Bubble Gum,82,0.509,0.0167,0.387,-24.639,0.115,0.979,2.72e-05,207.97,0.229,9.0
94,6ZEbFCIBHhwK1P4dP2sKe5,B,7,0.552,0.892,0.079,-8.778,0.0902,0.0511,0.00118,126.974,0.422,11.0
95,0pqnGHJpmpxLKifKRmU6WP,Believer,89,0.776,0.78,0.081,-4.374,0.128,0.0622,0.0,124.949,0.666,10.0
96,6zSpb8dQRaw0M1dK8PBwQz,Cold Heart - PNAU Remix,96,0.796,0.798,0.0952,-6.312,0.0317,0.034,4.19e-05,116.032,0.942,1.0
97,35mBYyB61qTcGGj7MXIRM1,Cpr,80,0.814,0.754,0.115,-7.571,0.113,0.0347,0.00105,103.028,0.534,7.0
98,21jGcNKet2qwijlDFuPiPb,Circles,88,0.695,0.762,0.0863,-3.497,0.0395,0.192,0.00244,120.042,0.553,0.0
99,5S9Zs5g9lTWnLIboN1pdlU,Fingers Crossed,91,0.603,0.473,0.31,-7.23,0.0511,0.616,0.0,109.494,0.446,5.0
100,4jDmJ51x1o9NZB5Nxxc7gY,Careless Whisper,84,0.574,0.629,0.271,-8.815,0.0363,0.128,0.0,153.119,0.786,2.0
101,2Y0wPrPQBrGhoLn14xRYCG,Come & Go (with Marshmello),84,0.625,0.814,0.158,-5.181,0.0657,0.0172,0.0,144.991,0.535,0.0
102,3J8EOeKLTLXORtWPpOU5bE,Calling My Phone,85,0.907,0.393,0.135,-7.636,0.0539,0.451,1.35e-06,104.949,0.202,4.0
103,3XoYqtiWHhsk59frZupImG,What Else Can I Do?,87,0.718,0.709,0.101,-5.568,0.039,0.258,0.0,119.974,0.54,4.0
104,1ACZpHI5vZ5Ea4xGlkdGWM,Crazy Rap (Colt 45 & 2 Zig Zags),74,0.927,0.367,0.132,-7.797,0.382,0.325,0.0,99.053,0.576,9.0
105,2tznHmp70DxMyr2XhWLOW0,Cigarette Daydreams,80,0.636,0.676,0.0831,-3.442,0.0263,0.0807,0.0,113.98,0.273,2.0
106,6AIKq2D1Gu80HX6aXcp9wp,C,40,0.39,0.822,0.0773,-7.587,0.0412,0.022,0.916,150.328,0.147,5.0
107,6FE2iI43OZnszFLuLtvvmg,Classic,85,0.72,0.791,0.157,-4.689,0.124,0.0384,0.0,102.071,0.756,1.0
108,3Vi5XqYrmQgOYBajMWSvCi,Need to Know,93,0.664,0.609,0.0926,-6.509,0.0707,0.304,0.0,130.041,0.194,1.0
109,44Gt1y7WKEgKpJE3YW3qoE,C,42,0.49,0.803,0.0804,-8.932,0.0273,0.127,0.885,108.526,0.254,7.0
110,7H7NyZ3G075GqPx2evsfeb,Chamber Of Reflection,83,0.538,0.557,0.102,-8.678,0.0914,0.262,0.914,131.03,0.506,11.0
111,74LdVothScFPmeGBd6SoVG,C,34,0.755,0.489,0.144,-8.183,0.321,0.0693,0.0,160.28,0.483,1.0
112,0zO8ctW0UiuOefR87OeJOZ,Collard Greens,82,0.825,0.575,0.205,-4.87,0.0633,0.025,9.94e-06,153.954,0.65,11.0
113,5ZVJg9q0aLCvCRUJpuPKtf,C,32,0.583,0.661,0.38,-9.018,0.0291,0.227,0.00331,130.02,0.527,11.0
114,5MwynWK9s4hlyKHqhkNn4A,Chasin' You,78,0.631,0.591,0.11,-5.785,0.0277,0.657,0.0,97.074,0.489,7.0
115,7c43TXlinhEuAgmvvM4k4s,C,21,0.441,0.937,0.0655,-6.197,0.0808,3.17e-06,2.31e-05,92.995,0.316,1.0
116,6w8ZPYdnGajyfPddTWdthN,Can I Get It,86,0.703,0.68,0.178,-6.118,0.0431,0.0171,0.0,97.985,0.536,9.0
117,6Uj1ctrBOjOas8xZXGqKk4,Woman,95,0.824,0.764,0.117,-4.175,0.0854,0.0888,0.00294,107.998,0.881,5.0
118,20gtDjlB8F6SsJuMvA5AvY,C,29,0.396,0.733,0.893,-12.097,0.0419,0.141,0.748,105.894,0.164,7.0
119,64lsIF5pw0sJY0gV5kz0RN,Can I Call You Tonight?,83,0.641,0.842,0.419,-7.27,0.0292,0.132,0.91,129.98,0.5,9.0
120,5JCoSi02qi3jJeHdZXMmR8,favorite crime,87,0.369,0.272,0.147,-10.497,0.0364,0.866,0.0,172.929,0.218,9.0
121,03qKwvyVHm5qb6tbfrejJk,C,20,0.0,0.0,0.0,-19.443,0.0,0.0,0.0,0.0,0.0,0.0
122,6Nle9hKrkL1wQpwNfEkxjh,Chanel,82,0.776,0.503,0.112,-5.732,0.237,0.874,0.0,110.134,0.473,0.0
123,0I1eFRytp4XRhLCjT6tZm7,I Can't Handle Change,84,0.247,0.438,0.111,-8.478,0.0358,0.0447,0.000867,185.711,0.39,5.0
124,4n32TCJuIlJKhLD52MKPxj,C,17,0.41,0.266,0.377,-19.063,0.0701,0.955,0.64,134.676,0.136,2.0
125,0mKnuxVkPi5h0kuvZl44VM,Cover Me Up,78,0.549,0.44,0.107,-8.192,0.0264,0.232,7.37e-06,128.01,0.214,7.0
126,0Fs9cdPDhptWEDJmiCbkEW,She Knows (feat. Amber Coffman & Cults),85,0.766,0.74,0.229,-10.363,0.0807,0.0193,0.0784,118.008,0.183,1.0
127,2iGprMTPw6njYmfU0mknNH,C,26,0.772,0.73,0.131,-7.707,0.0699,0.00659,0.000889,129.994,0.464,3.0
128,3a1lNhkSLSkpJE4MSHpDu9,Congratulations,83,0.63,0.804,0.253,-4.183,0.0363,0.215,0.0,123.146,0.492,6.0
129,11mk96QRyYwO85BMWB81NU,C,27,0.315,0.974,0.0632,-3.185,0.107,2.75e-05,1.1e-06,185.935,0.322,8.0
130,2HSmyk2qMN8WQjuGhaQgCk,Champagne Poetry,81,0.423,0.667,0.246,-7.012,0.326,0.758,0.0,86.743,0.496,6.0
131,29TPjc8wxfz4XMn21O7VsZ,Sky,88,0.785,0.903,0.169,-4.184,0.21,0.258,0.0,139.98,0.565,2.0
132,3b1UcpeFVJUWnwPkJ6UsxO,C,12,0.412,0.275,0.103,-18.272,0.0389,0.369,0.651,85.531,0.137,9.0
133,2Q5q1q01KOdHt5fM00WUJ8,"Colombia, Mi Encanto",81,0.718,0.88,0.908,-7.567,0.11,0.0223,0.0,124.007,0.814,0.0
134,1N7hcqq25btCMdy4JyAHpN,C,19,0.505,0.219,0.113,-18.866,0.0443,0.98,0.807,75.049,0.0389,7.0
135,360YZMWfQkJH5la428bi1Y,Come Back...Be Here (Taylor's Version),0,0.533,0.626,0.0891,-6.217,0.0303,0.0211,0.0,80.0,0.344,4.0
136,3vGCoFgOhUu815dVa5umcs,C,30,0.879,0.145,0.195,-13.408,0.0552,0.518,0.0,101.92,0.521,7.0
137,1dIWPXMX4kRHj6Dt2DStUQ,Chosen (feat. Ty Dolla $ign),84,0.571,0.767,0.0809,-5.16,0.287,0.336,0.0,93.421,0.605,2.0
138,3Z2gp368OAsSON7WA430AL,C,12,0.288,0.0663,0.109,-20.349,0.0355,0.915,0.544,135.671,0.0706,5.0
139,7BKLCZ1jbUBVqRi2FVlTVw,Closer,86,0.748,0.524,0.111,-5.599,0.0338,0.414,0.0,95.01,0.661,8.0
140,4PS1e8f2LvuTFgUs1Cn3ON,The Christmas Song (Merry Christmas To You),82,0.319,0.21,0.138,-15.231,0.0341,0.92,8.06e-05,78.696,0.209,1.0
141,37y7iDayfwm3WXn5BiAoRk,Dark Red,90,0.603,0.783,0.119,-4.023,0.062,0.449,7.96e-06,172.041,0.775,6.0
142,5wANPM4fQCJwkGd4rN57mH,drivers license,92,0.561,0.431,0.106,-8.81,0.0578,0.768,1.42e-05,143.875,0.137,10.0
143,6HU7h9RYOaPRFeh0R3UeAr,deja vu,90,0.442,0.612,0.37,-7.222,0.112,0.584,5.7e-06,180.917,0.178,2.0
144,2eAvDnpXP5W0cVtiI0PUxV,Dandelions,90,0.609,0.692,0.0864,-2.958,0.0259,0.0157,0.0,116.959,0.454,1.0
145,20on25jryn53hWghthWWW3,Do It To It,96,0.854,0.806,0.0703,-8.262,0.0886,0.0209,0.0542,124.927,0.637,11.0
146,760jhRscwGbIIe1m1IIQpU,Surface Pressure,91,0.65,0.584,0.042,-8.286,0.307,0.0174,1.54e-06,180.088,0.37,2.0
147,2XU0oxnq2qxCpomAAuJY8K,Dance Monkey,82,0.824,0.588,0.149,-6.4,0.0924,0.692,0.000104,98.027,0.513,6.0
148,5E30LdtzQTGqRvNd7l6kG5,Daddy Issues,89,0.588,0.521,0.123,-9.461,0.0329,0.0678,0.149,85.012,0.337,10.0
149,5cXtT63OTadsjqfRkm5Dwd,Deepthroat,66,0.93,0.65,0.198,-6.896,0.259,0.184,4.92e-05,98.023,0.403,0.0
150,5rohUzwEoRsUvAA1Bf3DLo,Dos Oruguitas,84,0.423,0.355,0.0915,-10.565,0.0454,0.761,0.0,93.788,0.465,0.0
151,2Ch7LmS7r2Gy2kc64wv3Bz,Die For You,84,0.582,0.525,0.134,-7.163,0.0627,0.111,0.0,133.249,0.51,1.0
152,0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,85,0.828,0.492,0.128,-9.744,0.0276,0.0644,0.00428,120.151,0.789,0.0
153,3pXF1nA74528Edde4of9CC,Don't,82,0.765,0.356,0.0963,-5.556,0.195,0.223,0.0,96.991,0.189,11.0
154,3YJJjQPAbDT7mGpX3WtQ9A,Good Days,86,0.436,0.655,0.688,-8.37,0.0583,0.499,8.1e-06,121.002,0.412,1.0
155,2bMMG4vn7pHC20gj8Yb34m,D,32,0.293,0.392,0.129,-11.175,0.0299,0.00053,0.517,91.397,0.122,0.0
156,6LOZws7T3jqZz78unPgFF9,Dead To Me,83,0.675,0.761,0.102,-4.469,0.0466,0.432,0.0,119.001,0.428,4.0
157,0rKtyWc8bvkriBthvHKY8d,SLOW DANCING IN THE DARK,86,0.515,0.479,0.191,-7.458,0.0261,0.544,0.00598,88.964,0.284,3.0
158,1uXTmRC98MQGFJjfNyX0Cy,D,25,0.605,0.434,0.178,-9.455,0.0501,0.206,1.14e-06,120.951,0.257,4.0
159,285pBltuF7vW8TeWk8hdRR,Lucid Dreams,87,0.511,0.566,0.34,-7.23,0.2,0.349,0.0,83.903,0.218,6.0
160,7t82YpWcOwn37EgkbKR3V3,D,23,0.382,0.982,0.34,-4.105,0.105,4.36e-05,0.0278,147.924,0.225,0.0
161,6krYS8KtmNAYyb5uTZiYW4,Dawn FM,84,0.28,0.478,0.483,-8.755,0.037,0.674,5.85e-05,111.65,0.0807,9.0
162,5kh9pDPnkZgp1birESwLRn,D,27,0.335,0.849,0.213,-7.968,0.0403,0.0028,0.731,135.855,0.401,2.0
163,2QIBJFl8DJR1mDh9GwfZef,Don’t Play (with Lil Baby),79,0.684,0.624,0.112,-7.414,0.347,0.239,0.0,146.925,0.708,2.0
164,0nc9Ptyk1yQ53jksxCDoDj,D,23,0.206,0.749,0.567,-6.358,0.0429,4.26e-06,0.67,134.423,0.19,8.0
165,7eJMfftS33KTjuF7lTsMCx,death bed (coffee for your head),86,0.726,0.431,0.696,-8.765,0.135,0.731,0.0,144.026,0.348,8.0
166,68IdVYvha4ZcXVdLPAs7So,D,17,0.0,0.0,0.0,-18.893,0.0,0.0,0.0,0.0,0.0,0.0
167,79s5XnCN4TJKTVMSmOx8Ep,Dior,84,0.548,0.805,0.408,-5.732,0.351,0.212,0.000389,142.094,0.648,7.0
168,3GB4Phn1OCRSPxcMYo1p5Q,D,17,0.684,0.767,0.0996,-7.532,0.0295,0.00128,0.813,126.992,0.825,10.0
169,6a4GH1gljLL7VvmO9u5O92,Don’t Break My Heart,83,0.767,0.618,0.179,-7.163,0.032,0.31,0.0,121.959,0.243,10.0
170,65CPl8DIBMom5KEGbReJNP,D,14,0.631,0.498,0.467,-18.724,0.0488,0.885,0.908,135.17,0.0357,9.0
171,0vf2eBw2inhl8y61cYQMv2,Devil Town,82,0.576,0.759,0.121,-8.165,0.0599,0.12,0.0,99.969,0.501,3.0
172,5vuUY63sqhnfS8JeDQmqF8,D,10,0.631,0.888,0.189,-6.196,0.275,0.296,7.55e-05,94.333,0.395,10.0
173,5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,87,0.548,0.532,0.217,-7.596,0.0323,0.186,0.000263,85.03,0.405,5.0
174,17zM9gy7amOgcdZiCJ6485,D,10,0.847,0.689,0.313,-10.93,0.0608,0.00734,0.000115,131.071,0.674,10.0
175,4GyD3o5hWoyCuYpdlzZlRL,Doin' This,78,0.593,0.552,0.11,-5.838,0.028,0.18,1.71e-05,115.0,0.39,1.0
176,1L5X6nNM7Ba1B7fhLBn3qN,D,12,0.288,0.0813,0.0918,-22.735,0.0586,0.99,0.808,68.09,0.0274,2.0
177,0k7wmahjkn389wAZdz19Cv,Drankin N Smokin,79,0.752,0.658,0.0927,-6.297,0.342,0.0421,0.0,151.951,0.387,0.0
178,3LnpBazWpD31QMTn6LgVGv,pushin P (feat. Young Thug),88,0.773,0.422,0.129,-4.572,0.187,0.00783,0.00693,77.502,0.488,1.0
179,10eBRyImhfqVvkiVEGf0N0,Enchanted,78,0.455,0.623,0.146,-3.878,0.0288,0.0739,0.000424,163.893,0.208,8.0
180,6Ab81Bs9fcOwaTYuBsUUpI,Eazy,86,0.716,0.551,0.197,-6.987,0.47,0.167,0.0,82.393,0.305,1.0
