,id,name,popularity,danceability,energy,liveness,loudness,speechiness,acousticness,instrumentalness,tempo,valence,key
10304,3gQsugI4PCQrrUcRryY3mJ,Iphone,35,0.601,0.564,0.38,-9.16,0.283,0.0362,4.63e-06,150.767,0.514,11.0
10305,2PEo8JQ48mfEv8a2HLqDvt,"Nadiyon Paar (Let the Music Play Again) (From ""Roohi"")",74,0.875,0.846,0.123,-5.276,0.0716,0.137,1.15e-05,114.981,0.697,7.0
10306,3wScL5W8H40zzCKN0atfBk,Uproar,71,0.743,0.87,0.299,-2.188,0.212,0.0595,0.0,99.079,0.884,1.0
10307,1OL3yrDYTbOXeuRhiYWlKi,Ipanema,42,0.675,0.175,0.11,-13.281,0.0596,0.891,0.923,69.027,0.387,6.0
10308,1RUTIdTnFs8lHSc0Zr4UJB,Up Up & Away,66,0.66,0.881,0.362,-6.119,0.0849,0.0722,3.4e-05,120.017,0.586,10.0
10309,3jFOru56OBjrH30UUBkGpT,Ipo Lei Manu,38,0.204,0.328,0.113,-14.052,0.0318,0.891,0.0281,168.003,0.282,11.0
10310,4qGfJb2KByjvzrwo8HNibg,The Girl From Ipanema - Single Version,51,0.696,0.17,0.106,-16.603,0.0385,0.943,0.00154,130.967,0.523,5.0
10311,4X0hePXqBlFkOZ9WWp5W1e,IPlayYouListen - Live,36,0.508,0.923,0.683,-6.587,0.0501,0.000748,0.978,124.643,0.32,9.0
10312,0BShdPXzcd8Tuni1iK1tUE,The Girl From Ipanema - Matchbox Youth & Pueblo Vista Remix,51,0.808,0.401,0.0871,-11.439,0.137,0.431,0.896,122.097,0.798,6.0
10313,1uQ1TZ9YIWCtBTgq09uoix,Up And Down,75,0.829,0.761,0.0705,-4.882,0.117,0.186,7.78e-06,74.979,0.67,10.0
10314,2ERdtVHJi0SW5R4A70Qk28,Ipno,45,0.576,0.624,0.121,-14.044,0.0422,0.56,0.872,119.966,0.25,0.0
10315,7CzWvXHsAFAJeXAEHNXRdf,Garota de Ipanema,60,0.604,0.611,0.18,-11.217,0.0377,0.669,0.000123,79.695,0.805,0.0
10316,1hvAkRZP9V3tGipGa5TWvc,IQ Doesn't Matter,38,0.9,0.744,0.132,-3.808,0.192,0.128,0.0,117.94,0.795,0.0
10317,4dTM35eH5nmPRZcQ2ltlKr,Mad IQs,53,0.728,0.7,0.591,-5.066,0.0388,0.0094,1.62e-06,104.989,0.936,8.0
10318,0XIhH2XenLSbVGkDOwjcQR,Bun Fi Bun,48,0.579,0.639,0.175,-5.764,0.179,0.146,4.95e-06,110.094,0.553,11.0
10319,5SZrRtm4mpaCIFnkQVNt8i,Sefish Minded,36,0.709,0.534,0.0715,-6.368,0.112,0.583,0.0,88.054,0.493,2.0
10320,6yclHpBUnzz1JXHb667ymo,Mad IQs,41,0.727,0.699,0.583,-5.084,0.0386,0.0101,1.73e-06,105.001,0.936,8.0
10321,10hI8LNwmWn1wc6lRQssTL,TSUNAMI,42,0.787,0.44,0.194,-8.48,0.482,0.643,2.66e-05,95.094,0.544,6.0
10322,3GPSvZvRl9clDZi0doxPQM,"Pimp on (feat. Aleman, Jarabe Kidd, Robot, Poofer & iQlover)",54,0.875,0.766,0.183,-5.725,0.135,0.304,0.0,103.004,0.758,4.0
10323,2VwdaxCetjsXY3T4nlVSJP,Scream,34,0.628,0.645,0.3,-6.83,0.163,0.194,0.0,119.732,0.626,9.0
10324,59yELdJVAYcEHRLsj8t2a6,"IQ博士(卡通片 ""IQ博士"" 主題曲)",34,0.874,0.6,0.338,-10.56,0.166,0.0725,0.000172,142.884,0.914,11.0
10325,5MY8HAEgwGWV5rBAahfDr8,Improve IQ,37,0.186,0.0274,0.113,-31.695,0.0439,0.626,0.886,70.334,0.0289,0.0
10326,57g41SVeTzsWCZdQ5Fm2DU,Righteous,39,0.587,0.464,0.225,-12.091,0.1,0.198,0.113,120.27,0.315,8.0
10327,0BnnR0iw47NfHo4Z5jgzmf,Love for Her Shadow IQ,31,0.422,0.0572,0.135,-21.241,0.0413,0.987,0.919,109.92,0.566,5.0
10328,0d54B7VI12WOMK8AoIWllf,Aashayein,50,0.561,0.709,0.0992,-10.247,0.0484,0.232,0.0,115.006,0.509,9.0
10329,07gdXx27doa2tNadvelcpS,IQOS - feat. Ernia,56,0.796,0.586,0.11,-8.189,0.0691,0.58,0.00174,97.461,0.487,8.0
10330,4VuSmC8guqGfUZv02YwVYY,Iqanto Totaan,20,0.725,0.261,0.143,-12.154,0.0345,0.325,0.351,75.013,0.257,4.0
10331,4GnWuUsBp9PoWIiigz8DUb,"Pyar Hua Iqrar Hua (From ""Shree 420"")",37,0.444,0.469,0.238,-9.624,0.0307,0.747,0.000152,126.693,0.862,6.0
10332,6OcCk1dbAb7XNHsC098oEM,I Quit Drinking,77,0.607,0.418,0.182,-6.997,0.0363,0.394,0.0,95.002,0.386,1.0
10333,3FezQrXHxBX2sCgsaz4Rvr,Gorilla Grodd 2019,30,0.729,0.877,0.655,-3.756,0.406,0.0446,0.0,116.045,0.354,8.0
10334,1d3fE8IMrwAekdNX1GVgdY,"Numbers 1,2,3,4",32,0.835,0.38,0.216,-6.952,0.0386,0.75,0.0,99.953,0.913,1.0
10335,6CeV6IoWNe1vrzibg4GoF8,Slow Down,38,0.451,0.665,0.0949,-6.698,0.216,0.426,0.000155,188.533,0.229,5.0
10336,5BEgQtc0PAPFzqGOlQob1y,IQ,18,0.581,0.748,0.167,-6.074,0.054,0.0643,0.0,141.774,0.664,6.0
10337,5ukaqyTWuUlApTSspKHyjS,"Numbers 6,7,8,9",31,0.558,0.456,0.267,-6.236,0.0368,0.794,0.0,156.058,0.797,2.0
10338,3qdZn1s6Ho59XSH1byS9oU,Ik Mulaqaat,52,0.634,0.648,0.619,-6.781,0.0412,0.361,0.0,95.989,0.667,3.0
10339,2s3Wo1jQPAXplL6wKKOqy7,Wet,43,0.796,0.641,0.114,-9.151,0.242,0.352,0.00208,142.048,0.586,6.0
10340,6UYrmkDOejRD1cqSIwWZl9,Low IQ,30,0.343,0.87,0.375,-6.267,0.0793,0.00668,0.0846,88.445,0.563,6.0
10341,4vBUCJrguIQDOlQbm2kOEc,IQ,36,0.581,0.748,0.167,-6.074,0.0542,0.0643,0.0,141.778,0.66,6.0
10342,6HlQVDP0LkO1t9dORnhPy7,Flexi Ting,22,0.56,0.538,0.0745,-7.554,0.253,0.029,0.0,131.599,0.537,9.0
10343,12R5ERZn0WzOR7wyv6cT3T,Is This Where It Ends,38,0.578,0.765,0.102,-9.738,0.0337,0.313,0.844,130.015,0.608,2.0
10344,4MvaWJ1kglq1SVpAD4kLbC,IQ,12,0.679,0.814,0.123,-2.643,0.329,0.129,0.0157,174.969,0.234,11.0
10345,2XCjDHASfu26kVjkQQBh7Q,"Impala 59 (feat. Akapellah, Poofer, iQlover, Robot & Jarabe Kidd)",47,0.756,0.512,0.126,-6.812,0.303,0.119,0.0,84.959,0.357,2.0
10346,7BqkxI1zztc8fSDuNugr6u,IQ,21,0.67,0.684,0.155,-6.418,0.0466,0.716,0.0,91.056,0.698,1.0
10347,4rpOf3RqdpIEgXYTZNEdaz,"IQ 162, City Girl",19,0.333,0.803,0.14,-11.21,0.0321,0.555,0.853,97.008,0.529,8.0
10348,6bQVF0ZSndzISHx8ZPupZh,Chaap Tilak,47,0.614,0.595,0.118,-7.707,0.0924,0.0247,0.0,92.035,0.495,9.0
10349,5VVeZiZjFmVRD4426CVXdC,IQ,3,0.688,0.93,0.103,-8.261,0.0531,0.0447,0.0504,126.011,0.443,1.0
10350,5NdVbWjNxxzv3SMxtINLu2,"Nai Lagda (From ""Notebook"")",59,0.514,0.548,0.0849,-7.145,0.0381,0.669,0.0,153.794,0.383,2.0
10351,5Dxd96au0PptTfmqL2V7P8,IQ,2,0.562,0.771,0.508,-7.527,0.869,0.949,0.0,87.018,0.483,11.0
10352,0tqmHDjU9IgpI1gPGEkFi4,Scream - QQ Remix,36,0.687,0.553,0.368,-9.202,0.243,0.266,3.64e-05,90.021,0.555,4.0
10353,6elQsSV9E9wrONlEEJ7HPO,IQ,14,0.257,0.202,0.0927,-17.66,0.0413,0.161,0.0,49.754,0.0433,7.0
10354,6FWYjEvkL1V2prK8OI4n2i,IF,33,0.8,0.538,0.105,-5.016,0.204,0.166,0.0,131.769,0.748,2.0
10355,6u5f7X2vWaQFdez1UImzOf,No Sé,58,0.78,0.719,0.0778,-8.254,0.0547,0.363,0.0,126.994,0.825,8.0
10356,5zcECoJUs70zONcFM85i8m,iQ,1,0.954,0.378,0.111,-12.343,0.125,0.769,0.0,113.938,0.634,5.0
10357,6FvWKQVeMBLAcRITYJsom3,IQ 80 Freestyle,18,0.909,0.817,0.089,-5.565,0.134,0.00648,0.0,139.97,0.845,1.0
10358,5VzQOj7BhhpJViQgCathjc,The Alphabet,29,0.732,0.268,0.0777,-7.867,0.0368,0.884,2.28e-06,119.997,0.904,1.0
10359,5WIF4tAkBCHG31LTNEFUGI,IQ,6,0.324,0.557,0.217,-9.123,0.125,0.573,0.0,73.732,0.358,6.0
10360,7kFrtjToVEFgUWvOJdDigU,Insecure,33,0.725,0.633,0.085,-4.647,0.132,0.11,0.0,126.516,0.714,5.0
10361,3jSdWMRTl0WNEkRjkWlRwq,Hang on to Your IQ,39,0.489,0.884,0.142,-9.021,0.0297,0.000917,0.0656,81.371,0.742,10.0
10362,2SNPJh7C8lJst2h3xVScG1,iq,2,0.582,0.82,0.206,-4.068,0.0665,0.0318,0.000932,92.003,0.556,11.0
10363,18Jb6dkdAvXR04Dxcn5ugQ,"Pimp on (feat. Aleman, Poofer, iQlover, Robot & Jarabe Kidd)",51,0.882,0.735,0.154,-6.804,0.152,0.319,0.0,103.015,0.767,11.0
10364,5HAKI041hLtm3UQKrMFkCU,IQ,1,0.656,0.64,0.707,-11.907,0.938,0.889,0.0,141.299,0.938,1.0
10365,3IOQZRcEkplCXg6LofKqE9,Iron Man - 2012 - Remaster,66,0.336,0.792,0.0437,-10.875,0.084,0.00351,0.00175,155.587,0.427,9.0
10366,3elpkpwYlmUbuvmVps08lJ,Te Ire A Buscar,83,0.684,0.58,0.135,-7.682,0.133,0.672,0.0,89.954,0.233,4.0
10367,1d6KS9GH06JAd19uiBy9IE,Ironic - 2015 Remaster,72,0.408,0.582,0.159,-8.305,0.0508,0.218,0.0,114.926,0.365,11.0
10368,6efkcs2aUBMFKxl0cl2JWQ,Wild Irish Roses,69,0.639,0.295,0.3,-11.237,0.544,0.554,3.09e-05,86.947,0.634,0.0
10369,4oGTdOClZUxcM2H3UmXlwL,Ironic,58,0.495,0.595,0.236,-7.57,0.0443,0.246,0.0,85.341,0.392,11.0
10370,7l6TgOi4LjuVMPOvSeHuyw,Irenic Tone,68,0.147,0.0183,0.0952,-34.675,0.034,0.787,0.843,138.209,0.0628,9.0
10371,3znPiywA0q1VK2jgAZFDoI,Irresistible,65,0.484,0.938,0.236,-3.123,0.112,0.0706,0.0,165.049,0.444,2.0
10372,0HhEvFxhhrbg9ddKSgkNKC,Irregular,50,0.542,0.864,0.356,-7.192,0.389,0.381,0.0,158.048,0.869,5.0
10373,4pt5fDVTg5GhEvEtlz9dKk,I WANNA BE YOUR SLAVE,88,0.75,0.608,0.178,-4.008,0.0387,0.00165,0.0,132.507,0.958,1.0
10374,0Ra87UMpF7dHzhqaaq0Ulq,Irish Jig,30,0.492,0.799,0.321,-6.66,0.0614,0.357,0.186,148.115,0.66,2.0
10375,3gJpJMhJAsRgui2PHnCarz,Iron on Me!,58,0.652,0.812,0.279,-5.832,0.195,0.164,0.0,140.152,0.695,10.0
10376,6vrUTGn5p8IrfTZ0J6sIVM,Iris,75,0.291,0.79,0.0811,-5.683,0.0363,0.00133,5.61e-06,155.667,0.513,11.0
10377,3Y3gChJoEUTqrtuqJCIPQk,Irresistible,57,0.504,0.889,0.19,-4.533,0.0737,0.0489,0.0,165.047,0.367,2.0
10378,2qWX4mvuOfCvGgHAV1sWQO,Y Si Se Quiere Ir,70,0.615,0.449,0.0716,-6.581,0.0425,0.518,0.0,152.858,0.424,2.0
10379,756z13Yy7jiN1wua27ZcH1,Iris - Acoustic,44,0.446,0.292,0.084,-14.207,0.0348,0.452,0.025,157.831,0.559,2.0
10380,1zAhyJGJ8xDCqLtUbcuCZf,Irregular Love,60,0.587,0.497,0.336,-10.454,0.507,0.733,6.84e-06,111.929,0.57,5.0
10381,4lzxJ4jCuFDXXGkE1LmpKR,Verte Ir,73,0.857,0.647,0.0842,-4.152,0.0984,0.391,1.2e-06,95.982,0.553,11.0
10382,6yfGW1uvUa3riTuZbf3zed,Iris,55,0.381,0.65,0.333,-5.706,0.0318,0.00183,0.0,154.773,0.152,4.0
10383,6SoUUr6i1X0GReHinApeKI,Iridescent,54,0.484,0.727,0.107,-6.107,0.0358,0.198,0.00204,120.066,0.216,0.0
10384,453QwgDIG95NmmLqSxnPsR,iRobot,53,0.377,0.576,0.161,-4.951,0.0639,0.229,1.07e-05,206.235,0.265,11.0
10385,2ZL60ZCuasf2zih8Nz7ISU,Big Iron,61,0.694,0.566,0.103,-10.608,0.0329,0.393,2e-05,113.158,0.723,0.0
10386,1Fcx2n42iUhBad9kxj7g3m,IR,53,0.749,0.674,0.114,-7.008,0.0645,0.381,0.812,99.998,0.265,4.0
10387,5oV8bZaShr2d01FFMHBUPq,Iris,64,0.497,0.13,0.111,-15.571,0.0436,0.841,0.0,130.769,0.179,6.0
10388,0f0Op8iaze18LXjNhgm2wt,ir,17,0.597,0.738,0.353,-10.936,0.0348,0.00793,0.663,147.018,0.885,0.0
10389,02L4ffsnK9zXTk3NZv5dwA,IR,20,0.749,0.674,0.114,-7.008,0.0645,0.381,0.812,99.998,0.265,4.0
10390,7y2SafCBiLoQVBDVZHaVOK,Irresistible,62,0.536,0.488,0.113,-8.938,0.0244,0.0346,0.0,87.986,0.263,7.0
10391,1k691v8ChLgDiuLLKnjyj6,In Spite of Ourselves (feat. Iris DeMent),64,0.547,0.277,0.091,-11.327,0.0429,0.67,0.0,153.974,0.684,0.0
10392,2Qb8EB5PwRIdyYEBfnobCd,Ir,5,0.605,0.722,0.185,-5.643,0.0304,0.249,0.292,111.992,0.509,5.0
10393,2nxL11JHzYHK6Dqb9rUqAh,Iris,58,0.491,0.201,0.124,-15.469,0.0372,0.609,0.0,95.666,0.388,11.0
10394,6x1au0yju11l8CX5WQCzxN,Ir,20,0.534,0.869,0.0947,-5.282,0.0326,0.00136,1.13e-05,107.976,0.486,2.0
10395,5iRPNyWioH9Km8gi58As4V,"Iron Lion Zion - 7"" Mix",63,0.706,0.591,0.136,-8.513,0.0321,0.0117,0.000514,142.233,0.845,9.0
10396,6b68vfUlXy2i2dO79z3h5W,Y Si Se Quiere Ir,74,0.777,0.467,0.0403,-4.605,0.0559,0.552,0.0,145.065,0.969,3.0
10397,5X1UuUKCZETa3NXv8vHUKy,Ir,0,0.524,0.949,0.18,-5.671,0.0625,0.00018,0.0962,98.788,0.898,4.0
10398,0j1VVFif10Ib9s3U59adli,Iron,63,0.642,0.725,0.117,-5.804,0.0496,0.279,0.868,130.069,0.493,8.0
10399,3d7uS6KzdacpUccKpjXr7x,Te Irá Mejor Sin Mí,71,0.699,0.414,0.103,-10.756,0.0269,0.65,0.000942,99.993,0.419,9.0
10400,0lmd1doYqaRMyZ3vp9DND8,Ir,12,0.494,0.317,0.127,-10.328,0.0281,0.582,0.0313,121.825,0.177,7.0
10401,4BsN2VLlvd3BBJCt7gpwkc,Iris in the Dark,56,0.791,0.749,0.079,-8.744,0.043,0.0213,0.0321,109.997,0.0669,1.0
10402,1fEGtTZjrjJW8eUeewnNJR,"Flightless Bird, American Mouth",70,0.369,0.403,0.106,-7.996,0.0259,0.827,0.0541,154.899,0.177,3.0
10403,5lUrODeSobDYaPeQgFKL53,IR,0,0.566,0.713,0.0801,-7.127,0.0737,0.0304,1.38e-06,90.983,0.144,11.0
10404,6zX3HwSuoQThrabeoHJvCs,Irish Pub Song,58,0.742,0.717,0.199,-6.48,0.0622,0.724,0.0,126.081,0.968,0.0
10405,14A2dKF4O0kQD0E5CCX3Jc,California (Cast Iron Soul),60,0.449,0.786,0.0911,-5.438,0.0398,0.152,0.0,161.798,0.46,4.0
10406,12U76Q03xNoYnbDwMvFdv1,Ir,0,0.614,0.0816,0.109,-20.97,0.85,0.835,0.00106,166.432,0.328,10.0
10407,3HzYJ6LKguK3Gj8qJCDBXZ,Iris,60,0.264,0.247,0.109,-9.251,0.0317,0.889,1.45e-05,73.26,0.198,11.0
10408,1Ab3hhOw1TJWDgO10vlxNZ,The Trooper - 2015 Remaster,63,0.285,0.908,0.311,-4.601,0.0705,0.0318,0.00909,159.756,0.669,4.0
10409,1K6nO8DwRytFeSKdNhlJan,IR,0,0.811,0.687,0.083,-15.666,0.0535,0.00239,0.92,126.017,0.344,11.0
10410,2MLHyLy5z5l5YRp7momlgw,Island In The Sun,78,0.654,0.81,0.165,-6.26,0.0288,0.00719,0.00251,114.623,0.661,4.0
10411,1w9L6dvttZalWd8XqFYvSa,Isabelle,78,0.678,0.716,0.102,-4.403,0.0342,0.196,0.0,109.981,0.627,10.0
10412,6JNUBfWGs8kNl7k47Hvpgd,Im An Island Boy,58,0.809,0.641,0.083,-7.063,0.0755,0.0545,3.49e-05,99.934,0.759,8.0
10413,4h7qcXBtaOJnmrapxoWxGf,Isis (feat. Logic),74,0.884,0.936,0.262,-3.931,0.167,0.206,0.0,120.004,0.758,1.0
10414,7vu0JkJh0ldukEYbTVcqd0,Issues,70,0.728,0.415,0.0616,-6.852,0.0639,0.401,0.0,114.145,0.455,8.0
10415,6dnco8haegnJYtylV26cBq,Islands In the Stream,69,0.617,0.411,0.0886,-12.075,0.0373,0.675,1.04e-06,203.934,0.738,8.0
10416,0KUwCOylcgcDfSyuYNEe3a,Is Ya Ready,68,0.893,0.799,0.0622,-9.438,0.356,0.514,0.0,143.839,0.656,4.0
10417,1OaWpnPYGcSSQKuYY0WYFA,Island Boy,43,0.854,0.418,0.545,-10.806,0.0977,0.00288,0.126,120.017,0.121,1.0
10418,6JRLFiX9NJSoRRKxowlBYr,Is This Love,76,0.776,0.559,0.0671,-8.375,0.103,0.11,0.0,122.242,0.758,6.0
10419,3NlLmKBJozwoi0k03Feb1N,Isn't She Lovely,67,0.747,0.692,0.0698,-8.956,0.0474,0.202,3.39e-05,118.698,0.904,1.0
10420,6RZmhpvukfyeSURhf4kZ0d,Is It True,71,0.731,0.664,0.133,-5.474,0.0302,0.00307,0.35,118.018,0.661,0.0
10421,2oRWuqriCVrettq8EkN96L,island boy,28,0.735,0.657,0.0903,-12.968,0.0455,0.228,0.661,146.865,0.777,4.0
10422,0bxmVPKnEopTyuMMkaTvUb,Issues/Hold On,65,0.528,0.523,0.103,-4.82,0.0523,0.833,1.53e-06,93.06,0.692,7.0
10423,36TO60sxDduIsO3xH8IcUh,Isis,67,0.918,0.837,0.227,-6.792,0.255,0.234,0.0,120.017,0.855,1.0
10424,63vL5oxWrlvaJ0ayNaQnbX,Istanbul (Not Constantinople),66,0.688,0.748,0.136,-9.39,0.0377,0.0801,0.00453,114.144,0.892,5.0
10425,5aeIj88MLdekYvObw5Yisk,Is There Anybody Out There?,69,0.408,0.953,0.338,-3.883,0.226,0.00532,0.0,177.94,0.291,7.0
10426,5yY9lUy8nbvjM1Uyo1Uqoc,Life Is Good (feat. Drake),81,0.676,0.609,0.152,-5.831,0.481,0.0706,0.0,142.037,0.508,2.0
10427,7s8VgA8OjvwBUuigKzEGBx,This Is Home,78,0.811,0.266,0.0962,-12.478,0.0406,0.56,1.05e-06,130.044,0.211,7.0
10428,6RANU8AS5ICU5PEHh8BYtH,Isn't She Lovely,69,0.481,0.826,0.324,-6.974,0.0851,0.182,0.00352,118.679,0.819,1.0
10429,7gU8n8VYDeYrWGcyaKL37z,Island Boy,31,0.893,0.293,0.109,-13.795,0.101,0.514,0.0144,99.052,0.525,11.0
10430,1o2E5CwlBWuVElc41EqOSU,Is It Just Me?,69,0.716,0.316,0.104,-6.902,0.0505,0.746,0.0,73.037,0.243,1.0
10431,6kle4XS7gyiUIb0tmsyCf4,Is It Any Wonder?,61,0.546,0.38,0.0899,-6.279,0.0291,0.633,0.593,137.02,0.408,2.0
10432,7MmBhKBQnaa0I8TaDJs9ia,issues,64,0.833,0.542,0.111,-8.32,0.0679,0.571,0.00112,132.001,0.237,3.0
10433,1epDL4xhczbpzkXIeGXZzb,Is,29,0.505,0.412,0.0978,-14.617,0.0369,0.786,0.134,107.444,0.738,5.0
10434,7J5eybLZL5NrGFPNljZNHS,Isabela La Perfecta,63,0.451,0.0635,0.136,-26.904,0.0331,0.629,0.908,103.29,0.259,2.0
10435,0JXXNGljqupsJaZsgSbMZV,Sure Thing,82,0.684,0.607,0.191,-8.127,0.1,0.0267,0.000307,81.001,0.498,11.0
10436,0GQXHRSss1sSov7ryYYEIZ,is,27,0.473,0.455,0.584,-16.666,0.385,0.229,0.0,178.783,0.771,10.0
10437,0IhUdJRoolbYeEMPL59XPm,Is This Love - 2018 Remaster,59,0.263,0.759,0.231,-7.288,0.0431,0.0555,0.0,179.904,0.429,0.0
10438,0AWUuWpLSs0nBFf5ryHFzX,is,23,0.48,0.32,0.198,-17.885,0.449,0.874,0.0164,135.107,0.147,9.0
10439,5a1iz510sv2W9Dt1MvFd5R,It's Beginning to Look a Lot like Christmas,85,0.339,0.214,0.341,-11.714,0.0375,0.908,7.47e-06,94.775,0.363,4.0
10440,5DqdesEfbRyOlSS3Tf6c29,It's You,83,0.732,0.463,0.194,-6.972,0.0287,0.374,0.0,95.971,0.397,11.0
10441,3WkibOpDF7cQ5xntM1epyf,It Wasn't Me,79,0.853,0.606,0.313,-4.596,0.0713,0.0561,0.0,94.759,0.654,0.0
10442,0RUGuh2uSNFJpGMSsD1F5C,It Will Rain,72,0.576,0.835,0.082,-6.826,0.0486,0.337,0.0,150.017,0.476,2.0
10443,2uFaJJtFpPDc5Pa95XzTvg,Let It Snow! Let It Snow! Let It Snow!,84,0.451,0.24,0.175,-14.014,0.0351,0.912,2.45e-06,134.009,0.701,1.0
10444,1mMLMZYXkMueg65jRRWG1l,When It Rains It Pours,78,0.551,0.801,0.265,-5.069,0.0303,0.013,6.03e-06,128.027,0.625,6.0
10445,3oW6SWwGqiZSPTiAp7ZQoH,It's A Great Day To Be Alive,72,0.595,0.653,0.264,-4.935,0.0265,0.246,0.0,128.93,0.542,7.0
10446,52XDumqYDUXX16R7FM5fpV,"It's Been a Long, Long Time",64,0.272,0.219,0.263,-9.767,0.0305,0.938,0.00086,74.697,0.374,0.0
10447,3gkiUzAUBH035zRHy7KyJg,It's On Again - From The Amazing Spider-Man 2 Soundtrack,67,0.624,0.661,0.344,-5.34,0.0753,0.0394,0.0,110.052,0.512,7.0
10448,0v1XpBHnsbkCn7iJ9Ucr1l,It's My Life,81,0.551,0.913,0.347,-4.063,0.0466,0.0263,1.35e-05,119.992,0.544,0.0
10449,6cKlr2BOXBaqiuaHUY5Zwo,Itsy Bitsy Spider,66,0.919,0.289,0.075,-12.244,0.048,0.586,3.19e-06,100.042,0.866,2.0
10450,7022xokeCJFSeZxw2npVkn,It Takes Time,70,0.845,0.304,0.112,-16.441,0.195,0.371,0.0,90.01,0.413,10.0
10451,1uYxHHZBRliM9cNzCxq93g,Itty Bitty Piggy,64,0.761,0.722,0.0649,-4.343,0.391,0.12,0.0,92.45,0.798,7.0
10452,7JjymfuNMxQgOQJ4mGOdbg,It’s ‘Cause I Am,69,0.731,0.674,0.114,-5.018,0.0397,0.14,0.0,99.05,0.623,10.0
10453,5qHirGR7M9tdm6C17DlzSY,REEL IT IN,78,0.754,0.342,0.193,-8.677,0.0991,0.073,0.0,128.981,0.423,10.0
10454,6BtmXhTJMM9sBTHeYYASGz,It's Time,68,0.656,0.884,0.145,-4.748,0.0372,0.0162,0.0,105.009,0.86,2.0
10455,7vRia9rlEuTDQxkfXIKySi,It's Not The Same Anymore,73,0.666,0.317,0.111,-10.644,0.0327,0.873,3.74e-05,117.676,0.359,5.0
10456,2Gyc6e2cLxA5hoX1NOvYnU,Say It,77,0.546,0.529,0.124,-10.511,0.0583,0.0862,6.5e-06,107.331,0.247,11.0
10457,58q2HKrzhC3ozto2nDdN4z,I Like It,81,0.816,0.726,0.372,-3.998,0.129,0.099,0.0,136.048,0.65,5.0
10458,2IvetNzSZMH5gwjInoyr18,It's Raining Men,63,0.69,0.744,0.453,-12.721,0.0613,0.034,0.598,136.918,0.56,1.0
10459,6letGsy9pQEAiVt0VLJIWg,It's All Futile! It's All Pointless!,73,0.543,0.529,0.0857,-8.919,0.0769,0.00872,0.0484,165.202,0.453,9.0
10460,1Pq47iFLC5U7j8xeNiNcuS,It's My Party,72,0.692,0.501,0.0393,-11.708,0.0625,0.368,0.0,128.388,0.961,9.0
10461,12GEpg2XOPyqk03JZEZnJs,It Ain’t Me (with Selena Gomez),67,0.64,0.533,0.0864,-6.596,0.0706,0.119,0.0,99.968,0.515,0.0
10462,1uh1iaMqBdx4XyrXhssKGD,It's Beginning To Look A Lot Like Christmas,74,0.464,0.259,0.116,-9.194,0.0379,0.869,0.000326,97.586,0.531,3.0
10463,44mYhOVgerj2qPjkGDVA6n,It's Beginning To Look Like Christmas,61,0.473,0.212,0.136,-15.018,0.0496,0.77,0.0,96.94,0.576,0.0
10464,5xrtzzzikpG3BLbo4q1Yul,LILAC,78,0.738,0.89,0.213,-2.275,0.0748,0.0895,1.89e-06,114.942,0.75,2.0
10465,02TmyBZCgcVihv9PVK9Mw2,iunno,54,0.908,0.402,0.066,-11.701,0.261,0.241,0.0,86.005,0.569,0.0
10466,1SwZVVH9BnXtLRLi2cbFhw,Good day,63,0.637,0.882,0.0981,-3.034,0.0654,0.165,0.0,128.027,0.552,9.0
10467,2g0LdZQce9xlcHb1mBJyuz,strawberry moon,72,0.475,0.712,0.0936,-3.306,0.0431,0.138,0.0,169.796,0.443,6.0
10468,4Dr2hJ3EnVh2Aaot6fRwDO,Blueming,70,0.819,0.674,0.0667,-3.145,0.0587,0.0849,0.0,106.032,0.682,0.0
10469,4t2FIqZJORKZGSKg30SShr,NAKKA (with IU),66,0.816,0.636,0.118,-6.95,0.101,0.0732,2.81e-05,100.923,0.499,10.0
10470,4RewTiGEGoO7FWNZUmp1f4,Celebrity,68,0.73,0.784,0.0956,-2.62,0.0691,0.191,0.0,99.995,0.673,9.0
10471,1pz24zu5H9A0S1a2NKT4F0,SoulMate (feat. IU),61,0.855,0.58,0.0965,-6.951,0.141,0.234,0.0,96.998,0.518,5.0
10472,2y4hHM6c48Qzk0bqh33XfB,Winter Sleep,69,0.539,0.237,0.345,-8.452,0.0273,0.82,0.0,68.045,0.259,0.0
10473,3P3UA61WRQqwCXaoFOTENd,Through the Night,66,0.428,0.313,0.309,-7.327,0.0391,0.757,0.0,78.723,0.284,8.0
10474,3YkDslZvvMixTwgDId0aYB,Twenty-three,57,0.757,0.955,0.0817,-2.299,0.0412,0.0168,0.0,122.952,0.968,5.0
10475,7HrE6HtYNBbGqp5GmHbFV0,Love poem,60,0.404,0.467,0.106,-5.276,0.0413,0.74,0.0,119.994,0.273,11.0
10476,37S86pw74OH8j96ZmMnrpR,YOU&I,55,0.636,0.9,0.0982,-3.568,0.0571,0.286,1.47e-06,134.004,0.686,6.0
10477,06EMBzxDm2hueehobAlMtm,Ending Scene,65,0.388,0.323,0.143,-7.158,0.0348,0.851,2.03e-06,118.885,0.232,5.0
10478,2sU586qrQQhByPLqEF7pLX,I.Y.B.,71,0.909,0.601,0.106,-5.848,0.402,0.0504,0.0,140.28,0.623,9.0
10479,02SbQgZbzMoylPoGr32ugF,Drama,64,0.847,0.273,0.145,-5.487,0.0361,0.804,0.0,105.941,0.575,0.0
